loss_reconstruction,loss_prediction_1,loss_prediction_2,loss_linearity_2,loss_linearity_3,lin_dyn_weight
0.010716288478032455,0.011316404506664149,0.01258623873027379,0.0014111227337145966,0.0027043752147247325,0.8072572946548462
0.010557060089937393,0.01118477443920686,0.012440314018886362,0.0014096364903970053,0.0027054794582744572,0.8098195195198059
0.010443214007072,0.011060517006272438,0.012318540119484767,0.0013467977611010507,0.0026452604556243694,0.8116661310195923
0.01051428536040671,0.011093699352053187,0.0123182582475195,0.0014274334472497837,0.0027208890390876157,0.8105161786079407
0.01045033080290828,0.011023914853998479,0.012273945234365912,0.0013943992730155088,0.002662917036538156,0.8115482330322266
0.010319330792049034,0.010878225950986748,0.012112715380303812,0.0013410067748303382,0.0026136178148272854,0.813676118850708
0.010270244909462913,0.010805656755930626,0.01200970237287099,0.0013470579313751836,0.0026257921435288937,0.8144760727882385
0.010190009259487558,0.010749522571595723,0.011969287903516885,0.0013760973843152092,0.0026572610907906655,0.8157774806022644
0.01024010958737575,0.010772004243511482,0.011952822200403918,0.001468845216819904,0.0027386170030640274,0.8149709105491638
0.0101394555850217,0.010676167345287016,0.011865171800123765,0.00138905293764484,0.002659124100968342,0.8166062235832214
0.010065739968129053,0.010623731319136267,0.01182731519009443,0.001410202423248115,0.0026885363729608138,0.8178110122680664
0.010045427242731489,0.010540890653661433,0.011713323947167236,0.0013866781738380459,0.002630471413167531,0.8181318044662476
0.009890341596215364,0.010414382605344658,0.0115836743940443,0.0013324949140316688,0.0026095160851942615,0.8206680417060852
0.009985492829758448,0.010469248790868977,0.01160970615260553,0.0014185829713140557,0.002655135705167015,0.8191218376159668
0.00985028750744442,0.010363849957517329,0.011504396716220267,0.0013750261270859898,0.0026203645530763087,0.8213315010070801
0.00985772455073643,0.010354879888512145,0.01150326043767417,0.0013680233338835255,0.0026555878353998964,0.8212273716926575
0.009841907676934396,0.010326175051647546,0.011465287318565701,0.0014277616315740067,0.002722807698601844,0.8214769959449768
0.009696299305198176,0.0101641135327768,0.01129549641737202,0.0013833687859493614,0.0026456046324448298,0.8238558769226074
0.009705356034706503,0.010119073742988125,0.011230863040725656,0.001422151776918229,0.0026594780335490336,0.8237133622169495
