loss_reconstruction,loss_prediction,loss_linearity,loss_contrast,lin_dyn_weight
0.006897163024326991,0.007212441546927349,0.0015852803913077424,1.0042894533720653e-05,0.8712199926376343
0.006833368611469585,0.007131551207610014,0.0016138803956021453,1.0048126608030945e-05,0.8723300695419312
0.006818969731516238,0.007106922267269513,0.0015518798517193096,1.0016139986598365e-05,0.8725807070732117
0.006817157320358638,0.007088863813935032,0.001510120638653676,1.0122833434274188e-05,0.8726104497909546
0.006777556816580388,0.0070652531462424405,0.001505221303267749,9.942957963578337e-06,0.8733039498329163
0.006750615725628332,0.007042106556838464,0.0015255327485676545,1.0023157162490848e-05,0.8737720847129822
0.006798454612773162,0.007068735955597648,0.001574880036527925,9.915480109705838e-06,0.872939944267273
0.006752683784832664,0.007031348143172408,0.0016148218884439913,9.917407475278312e-06,0.8737373948097229
0.006755521698248131,0.007021678659076186,0.0015874845715459366,9.893019823501812e-06,0.873684823513031
0.006683116673863925,0.006955142582369713,0.0015439194191407023,9.807666196255638e-06,0.8749508857727051
0.0066335702267532855,0.006904672539166247,0.0014899987558866714,9.850134422267436e-06,0.8758174180984497
0.006675535844184518,0.006956597029833228,0.001501916616533361,9.877938021542585e-06,0.8750832676887512
0.0066939892457054066,0.006965064168995091,0.001553080316842721,9.84924296872196e-06,0.8747588992118835
0.006599318681799135,0.006904600947176483,0.0015699413786679705,9.823563978330034e-06,0.8764182329177856
0.006517596888648041,0.006809523701168417,0.0014986743858388697,9.649141937837282e-06,0.8778496980667114
0.00649167616769232,0.006762138954875616,0.00153211152727838,9.608857047732547e-06,0.8783032894134521
0.0065314794863117285,0.006812010414838471,0.001451315672571294,9.5722668128286e-06,0.8776043057441711
0.006510344028083393,0.006795697020311857,0.001457668508804995,9.584214535058694e-06,0.8779789209365845
0.006410826035043669,0.006680857458828521,0.0014285683530774816,9.49057731053345e-06,0.879726231098175
0.006367390999076114,0.00663960537930636,0.0013782204261134521,9.433714655737784e-06,0.8804900646209717
0.006354898038312753,0.00660673302321148,0.0013297224750033214,9.421342453067616e-06,0.8807098269462585
0.00633713931604301,0.006591865921457955,0.001331564006220859,9.326167626558596e-06,0.8810189366340637
0.006351462521667695,0.006582580248378317,0.0014894810173131186,9.142494903319956e-06,0.8807691931724548
0.00636892008093303,0.0066264799131884496,0.0014803376078141239,9.210879905040883e-06,0.8804641962051392
0.006401262945188434,0.006647550120160743,0.0014974469120486891,9.258870075710539e-06,0.8798950910568237
0.006389739440039959,0.0066447107897866665,0.001528895267500135,9.137725176615203e-06,0.8800951242446899
0.006350968901976823,0.0066131679603365565,0.0014787579523948778,9.170941873782828e-06,0.8807755708694458
0.006302186175581597,0.0065544720017538475,0.0013957943385916366,9.081199856574246e-06,0.8816367983818054
0.006229897098361087,0.00648371946321296,0.0013494614318847137,9.927100033464813e-06,0.8829114437103271
0.006323767696125258,0.006589152890160161,0.0013943238080237012,1.0301530314437751e-05,0.8812565207481384
0.006292797547662705,0.006546006263321111,0.0014257900595999555,9.192916372776576e-06,0.8818036317825317
0.0063000437566366335,0.006573164456052051,0.0014806622445793078,9.27113954205426e-06,0.8816763758659363
0.0061931090614191645,0.006448983619284214,0.001506350113043996,9.262225104132436e-06,0.8835603594779968
0.00611307784969901,0.0063475024956340925,0.001424991298496883,9.108765095087821e-06,0.8849738240242004
0.006140145699146526,0.006392885418983311,0.0014531429037426776,9.000145508316295e-06,0.8844968676567078
0.006165652425994662,0.006397052248565346,0.0015437529748805047,8.924925436900744e-06,0.8840451240539551
0.006138932491695114,0.00638112606076229,0.0015686551017197344,8.856160676032842e-06,0.8845176100730896
